,Respodent,Year,Month,Cash,Cash Change,date,Firm ID,Class
489,4477.0,2021,9,1875073.0,153258.0,2021-09-30,AA-KG-SA-1342,Strong
490,4477.0,2021,10,1980306.0,105233.0,2021-10-31,AA-KG-SA-1342,Strong
491,4477.0,2021,11,2088325.0,108019.0,2021-11-30,AA-KG-SA-1342,Strong
492,4477.0,2021,12,2209711.0,121386.0,2021-12-31,AA-KG-SA-1342,Strong
493,4477.0,2022,1,1765051.0,-444660.0,2022-01-31,AA-KG-SA-1342,Strong
494,4477.0,2022,2,1800149.0,35098.0,2022-02-28,AA-KG-SA-1342,Strong
495,4477.0,2022,3,1932310.0,132161.0,2022-03-31,AA-KG-SA-1342,Strong
496,4477.0,2022,4,2033805.0,101495.0,2022-04-30,AA-KG-SA-1342,Strong
497,4478.0,2021,4,11500.0,0.0,2021-04-30,HR-AL-2135,Poor
498,4478.0,2021,5,1100.0,-10400.0,2021-05-31,HR-AL-2135,Poor
499,4478.0,2021,6,161720.0,160620.0,2021-06-30,HR-AL-2135,Poor
500,4478.0,2021,7,168390.0,6670.0,2021-07-31,HR-AL-2135,Poor
501,4478.0,2021,8,191960.0,23570.0,2021-08-31,HR-AL-2135,Poor
502,4478.0,2021,9,220293.0,28333.0,2021-09-30,HR-AL-2135,Poor
503,4478.0,2021,10,273868.0,53575.0,2021-10-31,HR-AL-2135,Poor
504,4478.0,2021,11,296598.0,22730.0,2021-11-30,HR-AL-2135,Poor
505,4478.0,2021,12,163043.0,-133555.0,2021-12-31,HR-AL-2135,Poor
506,4478.0,2022,1,195053.0,32010.0,2022-01-31,HR-AL-2135,Poor
507,4478.0,2022,2,227493.0,32440.0,2022-02-28,HR-AL-2135,Poor
508,4478.0,2022,3,258692.65,31199.649999999994,2022-03-31,HR-AL-2135,Poor
509,4478.0,2022,4,266941.78,8249.130000000034,2022-04-30,HR-AL-2135,Poor
510,4480.0,2021,3,0.0,0.0,2021-03-31,DD-ET-1967,Strong
511,4480.0,2021,4,55446.16,55446.16,2021-04-30,DD-ET-1967,Strong
512,4480.0,2021,5,239965.16,184519.0,2021-05-31,DD-ET-1967,Strong
513,4480.0,2021,6,546594.66,306629.5,2021-06-30,DD-ET-1967,Strong
514,4480.0,2021,7,834088.17,287493.51,2021-07-31,DD-ET-1967,Strong
515,4480.0,2021,8,970669.92,136581.75,2021-08-31,DD-ET-1967,Strong
516,4480.0,2021,9,1496241.17,525571.2499999999,2021-09-30,DD-ET-1967,Strong
517,4480.0,2021,10,1535580.59,39339.42000000016,2021-10-31,DD-ET-1967,Strong
518,4480.0,2021,12,1623851.39,88270.79999999981,2021-12-31,DD-ET-1967,Strong
519,4480.0,2022,1,1731454.43,107603.04000000004,2022-01-31,DD-ET-1967,Strong
520,4480.0,2022,2,1764254.43,32800.0,2022-02-28,DD-ET-1967,Strong
521,4480.0,2022,3,1851489.43,87235.0,2022-03-31,DD-ET-1967,Strong
522,4480.0,2022,4,1889122.93,37633.5,2022-04-30,DD-ET-1967,Strong
523,4481.0,2021,3,0.0,0.0,2021-03-31,AA-KG-SA-1068,Medium
524,4481.0,2021,4,-113500.0,-113500.0,2021-04-30,AA-KG-SA-1068,Medium
525,4481.0,2021,5,-44200.0,69300.0,2021-05-31,AA-KG-SA-1068,Medium
526,4481.0,2021,6,271700.0,315900.0,2021-06-30,AA-KG-SA-1068,Medium
527,4481.0,2021,7,207011.0,-64689.0,2021-07-31,AA-KG-SA-1068,Medium
528,4481.0,2021,8,183611.0,-23400.0,2021-08-31,AA-KG-SA-1068,Medium
529,4481.0,2021,9,185261.0,1650.0,2021-09-30,AA-KG-SA-1068,Medium
530,4481.0,2021,10,179261.0,-6000.0,2021-10-31,AA-KG-SA-1068,Medium
531,4482.0,2021,4,-56600.0,0.0,2021-04-30,HR-DE-2001,Poor
532,4482.0,2021,5,-17200.0,39400.0,2021-05-31,HR-DE-2001,Poor
533,4482.0,2021,6,439020.0,456220.0,2021-06-30,HR-DE-2001,Poor
534,4482.0,2021,7,516720.0,77700.0,2021-07-31,HR-DE-2001,Poor
535,4482.0,2021,8,516720.0,0.0,2021-08-31,HR-DE-2001,Poor
536,4483.0,2021,2,0.0,0.0,2021-02-28,AD-CE-TI-1815,Medium
537,4483.0,2021,3,-26000.0,-26000.0,2021-03-31,AD-CE-TI-1815,Medium
538,4483.0,2021,4,4400.0,30400.0,2021-04-30,AD-CE-TI-1815,Medium
539,4483.0,2021,5,43700.0,39300.0,2021-05-31,AD-CE-TI-1815,Medium
540,4483.0,2021,6,419000.0,375300.0,2021-06-30,AD-CE-TI-1815,Medium
541,4483.0,2021,7,432650.0,13650.0,2021-07-31,AD-CE-TI-1815,Medium
542,4483.0,2021,8,445200.0,12550.0,2021-08-31,AD-CE-TI-1815,Medium
543,4483.0,2021,9,451700.0,6500.0,2021-09-30,AD-CE-TI-1815,Medium
544,4483.0,2021,10,459700.0,8000.0,2021-10-31,AD-CE-TI-1815,Medium
545,4483.0,2021,11,468750.0,9050.0,2021-11-30,AD-CE-TI-1815,Medium
546,4483.0,2021,12,478150.0,9400.0,2021-12-31,AD-CE-TI-1815,Medium
547,4483.0,2022,1,486900.0,8750.0,2022-01-31,AD-CE-TI-1815,Medium
548,4483.0,2022,2,498200.0,11300.0,2022-02-28,AD-CE-TI-1815,Medium
549,4483.0,2022,3,510850.0,12650.0,2022-03-31,AD-CE-TI-1815,Medium
550,4483.0,2022,4,513950.0,3100.0,2022-04-30,AD-CE-TI-1815,Medium
551,4484.0,2021,4,45450.0,0.0,2021-04-30,AA-KC-ED-1515,Strong
552,4484.0,2021,5,-64202.0,-109652.0,2021-05-31,AA-KC-ED-1515,Strong
553,4484.0,2021,6,365198.0,429400.0,2021-06-30,AA-KC-ED-1515,Strong
554,4484.0,2021,7,430089.0,64891.0,2021-07-31,AA-KC-ED-1515,Strong
555,4484.0,2021,8,493685.74,63596.73999999999,2021-08-31,AA-KC-ED-1515,Strong
556,4484.0,2021,9,519142.01,25456.27000000002,2021-09-30,AA-KC-ED-1515,Strong
557,4484.0,2021,10,764235.9,245093.89,2021-10-31,AA-KC-ED-1515,Strong
558,4484.0,2021,11,765519.73,1283.829999999958,2021-11-30,AA-KC-ED-1515,Strong
559,4484.0,2021,12,751519.73,-14000.0,2021-12-31,AA-KC-ED-1515,Strong
560,4484.0,2022,1,756719.73,5200.0,2022-01-31,AA-KC-ED-1515,Strong
561,4484.0,2022,2,756719.73,0.0,2022-02-28,AA-KC-ED-1515,Strong
562,4485.0,2021,2,0.0,0.0,2021-02-28,AA-KE-SA-1056,Poor
563,4485.0,2021,4,-11060.0,-11060.0,2021-04-30,AA-KE-SA-1056,Poor
564,4485.0,2021,5,-49360.0,-38300.0,2021-05-31,AA-KE-SA-1056,Poor
565,4485.0,2021,6,107160.0,156520.0,2021-06-30,AA-KE-SA-1056,Poor
566,4485.0,2021,7,28360.0,-78800.0,2021-07-31,AA-KE-SA-1056,Poor
567,4485.0,2021,9,378360.0,350000.0,2021-09-30,AA-KE-SA-1056,Poor
568,4487.0,2021,3,0.0,0.0,2021-03-31,AA-KS-NA-1467,Medium
569,4487.0,2021,4,98700.0,98700.0,2021-04-30,AA-KS-NA-1467,Medium
570,4487.0,2021,5,136750.0,38050.0,2021-05-31,AA-KS-NA-1467,Medium
571,4487.0,2021,6,166310.0,29560.0,2021-06-30,AA-KS-NA-1467,Medium
572,4487.0,2021,7,166310.0,0.0,2021-07-31,AA-KS-NA-1467,Medium
573,4487.0,2021,8,144860.0,-21450.0,2021-08-31,AA-KS-NA-1467,Medium
574,4487.0,2021,9,587060.0,442200.0,2021-09-30,AA-KS-NA-1467,Medium
575,4487.0,2021,10,570036.0,-17024.0,2021-10-31,AA-KS-NA-1467,Medium
576,4487.0,2021,11,562836.0,-7200.0,2021-11-30,AA-KS-NA-1467,Medium
577,4487.0,2021,12,594274.0,31438.0,2021-12-31,AA-KS-NA-1467,Medium
578,4487.0,2022,1,697454.0,103180.0,2022-01-31,AA-KS-NA-1467,Medium
579,4487.0,2022,2,741094.0,43640.0,2022-02-28,AA-KS-NA-1467,Medium
580,4487.0,2022,3,783094.0,42000.0,2022-03-31,AA-KS-NA-1467,Medium
581,4487.0,2022,4,783094.0,0.0,2022-04-30,AA-KS-NA-1467,Medium
582,4490.0,2021,1,0.0,0.0,2021-01-31,AA-KS-NA-1086,Medium
583,4490.0,2021,3,0.0,0.0,2021-03-31,AA-KS-NA-1086,Medium
584,4490.0,2021,4,-16900.0,-16900.0,2021-04-30,AA-KS-NA-1086,Medium
585,4490.0,2021,5,89570.0,106470.0,2021-05-31,AA-KS-NA-1086,Medium
586,4490.0,2021,6,761630.0,672060.0,2021-06-30,AA-KS-NA-1086,Medium
587,4490.0,2021,7,919350.0,157720.0,2021-07-31,AA-KS-NA-1086,Medium
588,4490.0,2021,8,1018830.0,99480.0,2021-08-31,AA-KS-NA-1086,Medium
589,4490.0,2021,9,1083830.0,65000.0,2021-09-30,AA-KS-NA-1086,Medium
590,4490.0,2021,10,1121830.0,38000.0,2021-10-31,AA-KS-NA-1086,Medium
591,4490.0,2021,11,1112440.0,-9390.0,2021-11-30,AA-KS-NA-1086,Medium
592,4490.0,2021,12,1678740.0,566300.0,2021-12-31,AA-KS-NA-1086,Medium
593,4490.0,2022,1,1209640.0,-469100.0,2022-01-31,AA-KS-NA-1086,Medium
594,4490.0,2022,2,1315240.0,105600.0,2022-02-28,AA-KS-NA-1086,Medium
595,4490.0,2022,3,1374390.0,59150.0,2022-03-31,AA-KS-NA-1086,Medium
596,4490.0,2022,4,1381690.0,7300.0,2022-04-30,AA-KS-NA-1086,Medium
597,4490.0,2022,5,1391690.0,10000.0,2022-05-31,AA-KS-NA-1086,Medium
598,4490.0,2022,10,1511690.0,120000.0,2022-10-31,AA-KS-NA-1086,Medium
599,4490.0,2022,11,1501690.0,-10000.0,2022-11-30,AA-KS-NA-1086,Medium
600,4491.0,2021,2,0.0,0.0,2021-02-28,AA-KS-NA-1551,Medium
601,4491.0,2021,4,-4330.0,-4330.0,2021-04-30,AA-KS-NA-1551,Medium
602,4491.0,2021,5,-7565.0,-3235.0,2021-05-31,AA-KS-NA-1551,Medium
603,4491.0,2021,6,182610.0,190175.0,2021-06-30,AA-KS-NA-1551,Medium
604,4491.0,2021,7,176839.0,-5771.0,2021-07-31,AA-KS-NA-1551,Medium
605,4491.0,2021,8,200944.0,24105.0,2021-08-31,AA-KS-NA-1551,Medium
606,4491.0,2021,9,194797.0,-6147.0,2021-09-30,AA-KS-NA-1551,Medium
607,4491.0,2021,10,200913.0,6116.0,2021-10-31,AA-KS-NA-1551,Medium
608,4491.0,2021,11,204813.0,3900.0,2021-11-30,AA-KS-NA-1551,Medium
609,4491.0,2021,12,205463.0,650.0,2021-12-31,AA-KS-NA-1551,Medium
610,4491.0,2022,1,207334.0,1871.0,2022-01-31,AA-KS-NA-1551,Medium
611,4493.0,2021,3,-75000.0,0.0,2021-03-31,AA-KS-NA-1368,Medium
612,4493.0,2021,4,-60780.0,14220.0,2021-04-30,AA-KS-NA-1368,Medium
613,4493.0,2021,5,-38425.0,22355.0,2021-05-31,AA-KS-NA-1368,Medium
614,4493.0,2021,6,137670.0,176095.0,2021-06-30,AA-KS-NA-1368,Medium
615,4493.0,2021,7,116400.0,-21270.0,2021-07-31,AA-KS-NA-1368,Medium
616,4493.0,2021,8,136000.0,19600.0,2021-08-31,AA-KS-NA-1368,Medium
617,4493.0,2021,9,185960.0,49960.0,2021-09-30,AA-KS-NA-1368,Medium
618,4493.0,2021,10,153810.0,-32150.0,2021-10-31,AA-KS-NA-1368,Medium
619,4493.0,2021,11,168130.0,14320.0,2021-11-30,AA-KS-NA-1368,Medium
620,4493.0,2021,12,160460.0,-7670.0,2021-12-31,AA-KS-NA-1368,Medium
621,4493.0,2022,1,228420.0,67960.0,2022-01-31,AA-KS-NA-1368,Medium
622,4493.0,2022,2,263060.0,34640.0,2022-02-28,AA-KS-NA-1368,Medium
623,4493.0,2022,3,300560.0,37500.0,2022-03-31,AA-KS-NA-1368,Medium
624,4493.0,2022,4,312300.0,11740.0,2022-04-30,AA-KS-NA-1368,Medium
625,4494.0,2021,1,-161000.0,0.0,2021-01-31,AD-SO-KE-2222,Medium
626,4494.0,2021,4,-261500.0,-100500.0,2021-04-30,AD-SO-KE-2222,Medium
627,4494.0,2021,5,-377590.0,-116090.0,2021-05-31,AD-SO-KE-2222,Medium
628,4494.0,2021,6,-67390.0,310200.0,2021-06-30,AD-SO-KE-2222,Medium
629,4494.0,2021,7,-216040.0,-148650.0,2021-07-31,AD-SO-KE-2222,Medium
630,4494.0,2021,8,-331140.0,-115100.0,2021-08-31,AD-SO-KE-2222,Medium
631,4494.0,2021,9,-593090.0,-261950.0,2021-09-30,AD-SO-KE-2222,Medium
632,4494.0,2021,10,-453790.0,139300.0,2021-10-31,AD-SO-KE-2222,Medium
633,4494.0,2021,11,-360490.0,93300.0,2021-11-30,AD-SO-KE-2222,Medium
634,4494.0,2021,12,-258510.0,101980.0,2021-12-31,AD-SO-KE-2222,Medium
635,4494.0,2022,1,-97860.0,160650.0,2022-01-31,AD-SO-KE-2222,Medium
636,4494.0,2022,2,2540.0,100400.0,2022-02-28,AD-SO-KE-2222,Medium
637,4494.0,2022,3,191280.0,188740.0,2022-03-31,AD-SO-KE-2222,Medium
638,4494.0,2022,4,210080.0,18800.0,2022-04-30,AD-SO-KE-2222,Medium
639,4494.0,2022,6,210080.0,0.0,2022-06-30,AD-SO-KE-2222,Medium
640,4495.0,2021,3,0.0,0.0,2021-03-31,AA-ME-HI-1185,Poor
641,4495.0,2021,4,-154434.0,-154434.0,2021-04-30,AA-ME-HI-1185,Poor
642,4495.0,2021,5,-152182.0,2252.0,2021-05-31,AA-ME-HI-1185,Poor
643,4495.0,2021,6,-116895.0,35287.0,2021-06-30,AA-ME-HI-1185,Poor
644,4495.0,2021,7,-34483.0,82412.0,2021-07-31,AA-ME-HI-1185,Poor
645,4495.0,2021,8,-51496.0,-17013.0,2021-08-31,AA-ME-HI-1185,Poor
646,4495.0,2021,9,141028.0,192524.0,2021-09-30,AA-ME-HI-1185,Poor
647,4495.0,2021,10,194533.0,53505.0,2021-10-31,AA-ME-HI-1185,Poor
648,4496.0,2021,1,-4000000.0,0.0,2021-01-31,AD-CN-KE-1804,Strong
649,4496.0,2021,4,-3871600.0,128400.0,2021-04-30,AD-CN-KE-1804,Strong
650,4496.0,2021,5,-3662800.0,208800.0,2021-05-31,AD-CN-KE-1804,Strong
651,4496.0,2021,6,-3587300.0,75500.0,2021-06-30,AD-CN-KE-1804,Strong
652,4496.0,2021,7,-2873700.0,713600.0,2021-07-31,AD-CN-KE-1804,Strong
653,4496.0,2021,8,-2399100.0,474600.0,2021-08-31,AD-CN-KE-1804,Strong
654,4496.0,2021,9,-1801300.0,597800.0,2021-09-30,AD-CN-KE-1804,Strong
655,4496.0,2021,10,-1310100.0,491200.0,2021-10-31,AD-CN-KE-1804,Strong
656,4496.0,2021,11,-842500.0,467600.0,2021-11-30,AD-CN-KE-1804,Strong
657,4496.0,2021,12,-602300.0,240200.0,2021-12-31,AD-CN-KE-1804,Strong
658,4496.0,2022,1,-265100.0,337200.0,2022-01-31,AD-CN-KE-1804,Strong
659,4496.0,2022,2,747500.0,1012600.0,2022-02-28,AD-CN-KE-1804,Strong
660,4496.0,2022,3,1099300.0,351800.0,2022-03-31,AD-CN-KE-1804,Strong
661,4496.0,2022,4,1337300.0,238000.0,2022-04-30,AD-CN-KE-1804,Strong
662,4499.0,2021,4,30100.0,0.0,2021-04-30,DD-ET-2246,Strong
663,4499.0,2021,5,22180.0,-7920.0,2021-05-31,DD-ET-2246,Strong
664,4499.0,2021,6,22280.0,100.0,2021-06-30,DD-ET-2246,Strong
665,4499.0,2021,7,45630.0,23350.0,2021-07-31,DD-ET-2246,Strong
666,4499.0,2021,8,64600.0,18970.0,2021-08-31,DD-ET-2246,Strong
667,4499.0,2021,9,88420.0,23820.0,2021-09-30,DD-ET-2246,Strong
668,4499.0,2021,10,103050.0,14630.0,2021-10-31,DD-ET-2246,Strong
669,4499.0,2021,11,129450.0,26400.0,2021-11-30,DD-ET-2246,Strong
670,4499.0,2021,12,131250.0,1800.0,2021-12-31,DD-ET-2246,Strong
671,4499.0,2022,1,123400.0,-7850.0,2022-01-31,DD-ET-2246,Strong
672,4499.0,2022,2,126550.0,3150.0,2022-02-28,DD-ET-2246,Strong
673,4499.0,2022,3,125680.0,-870.0,2022-03-31,DD-ET-2246,Strong
674,4499.0,2022,5,130880.0,5200.0,2022-05-31,DD-ET-2246,Strong
675,4499.0,2022,6,133280.0,2400.0,2022-06-30,DD-ET-2246,Strong
676,4500.0,2021,5,33440.0,0.0,2021-05-31,HR-AL-2059,Weak
677,4500.0,2021,6,56640.0,23200.0,2021-06-30,HR-AL-2059,Weak
678,4500.0,2021,7,62990.0,6350.0,2021-07-31,HR-AL-2059,Weak
679,4500.0,2021,8,70304.92,7314.919999999998,2021-08-31,HR-AL-2059,Weak
680,4500.0,2021,9,74618.84,4313.919999999998,2021-09-30,HR-AL-2059,Weak
681,4500.0,2021,10,83518.84,8900.0,2021-10-31,HR-AL-2059,Weak
682,4500.0,2021,11,-14781.16,-98300.0,2021-11-30,HR-AL-2059,Weak
683,4500.0,2021,12,-4221.16,10560.0,2021-12-31,HR-AL-2059,Weak
684,4500.0,2022,1,828.84,5050.0,2022-01-31,HR-AL-2059,Weak
685,4500.0,2022,2,7958.84,7130.0,2022-02-28,HR-AL-2059,Weak
686,4500.0,2022,3,13658.84,5700.0,2022-03-31,HR-AL-2059,Weak
687,4500.0,2022,4,16058.84,2400.0,2022-04-30,HR-AL-2059,Weak
688,4500.0,2022,5,17758.84,1700.0,2022-05-31,HR-AL-2059,Weak
689,4501.0,2021,2,-28000.0,0.0,2021-02-28,AD-SO-CH-2207,Medium
690,4501.0,2021,3,-28000.0,0.0,2021-03-31,AD-SO-CH-2207,Medium
691,4501.0,2021,4,-47260.0,-19260.0,2021-04-30,AD-SO-CH-2207,Medium
692,4501.0,2021,5,-38560.0,8700.0,2021-05-31,AD-SO-CH-2207,Medium
693,4501.0,2021,6,218140.0,256700.0,2021-06-30,AD-SO-CH-2207,Medium
694,4501.0,2021,7,270140.0,52000.0,2021-07-31,AD-SO-CH-2207,Medium
695,4501.0,2021,8,287790.0,17650.0,2021-08-31,AD-SO-CH-2207,Medium
696,4501.0,2021,9,333890.0,46100.0,2021-09-30,AD-SO-CH-2207,Medium
697,4501.0,2021,10,377940.0,44050.0,2021-10-31,AD-SO-CH-2207,Medium
698,4501.0,2021,11,414020.0,36080.0,2021-11-30,AD-SO-CH-2207,Medium
699,4501.0,2021,12,434220.0,20200.0,2021-12-31,AD-SO-CH-2207,Medium
700,4501.0,2022,1,479520.0,45300.0,2022-01-31,AD-SO-CH-2207,Medium
701,4501.0,2022,2,528220.0,48700.0,2022-02-28,AD-SO-CH-2207,Medium
702,4501.0,2022,3,600120.0,71900.0,2022-03-31,AD-SO-CH-2207,Medium
703,4501.0,2022,4,645220.0,45100.0,2022-04-30,AD-SO-CH-2207,Medium
704,4502.0,2021,4,-5000.0,0.0,2021-04-30,AD-CN-KE-1811,Strong
705,4502.0,2021,5,73600.0,78600.0,2021-05-31,AD-CN-KE-1811,Strong
706,4502.0,2021,6,262600.0,189000.0,2021-06-30,AD-CN-KE-1811,Strong
707,4502.0,2021,7,364800.0,102200.0,2021-07-31,AD-CN-KE-1811,Strong
708,4502.0,2021,8,393100.0,28300.0,2021-08-31,AD-CN-KE-1811,Strong
709,4502.0,2021,9,409100.0,16000.0,2021-09-30,AD-CN-KE-1811,Strong
710,4502.0,2021,10,476900.0,67800.0,2021-10-31,AD-CN-KE-1811,Strong
711,4502.0,2021,11,485100.0,8200.0,2021-11-30,AD-CN-KE-1811,Strong
712,4502.0,2021,12,541700.0,56600.0,2021-12-31,AD-CN-KE-1811,Strong
713,4502.0,2022,1,588700.0,47000.0,2022-01-31,AD-CN-KE-1811,Strong
714,4502.0,2022,2,679200.0,90500.0,2022-02-28,AD-CN-KE-1811,Strong
715,4502.0,2022,3,741300.0,62100.0,2022-03-31,AD-CN-KE-1811,Strong
716,4502.0,2022,4,763800.0,22500.0,2022-04-30,AD-CN-KE-1811,Strong
717,4503.0,2021,4,31793.0,0.0,2021-04-30,AA-KE-HI-1280,Strong
718,4503.0,2021,5,-254928.0,-286721.0,2021-05-31,AA-KE-HI-1280,Strong
719,4503.0,2021,6,-259796.0,-4868.0,2021-06-30,AA-KE-HI-1280,Strong
720,4503.0,2021,7,-271599.0,-11803.0,2021-07-31,AA-KE-HI-1280,Strong
721,4503.0,2021,8,78396.0,349995.0,2021-08-31,AA-KE-HI-1280,Strong
722,4503.0,2021,9,112849.0,34453.0,2021-09-30,AA-KE-HI-1280,Strong
723,4503.0,2021,10,122143.0,9294.0,2021-10-31,AA-KE-HI-1280,Strong
724,4503.0,2021,11,153433.0,31290.0,2021-11-30,AA-KE-HI-1280,Strong
725,4503.0,2021,12,166035.0,12602.0,2021-12-31,AA-KE-HI-1280,Strong
726,4503.0,2022,1,200750.0,34715.0,2022-01-31,AA-KE-HI-1280,Strong
727,4503.0,2022,2,239148.0,38398.0,2022-02-28,AA-KE-HI-1280,Strong
728,4503.0,2022,3,243617.0,4469.0,2022-03-31,AA-KE-HI-1280,Strong
729,4503.0,2022,4,253890.0,10273.0,2022-04-30,AA-KE-HI-1280,Strong
730,4506.0,2021,4,48155.01,0.0,2021-04-30,AA-ME-HI-1598,Weak
731,4506.0,2021,5,34135.95,-14019.060000000005,2021-05-31,AA-ME-HI-1598,Weak
732,4506.0,2021,6,131809.95,97674.00000000001,2021-06-30,AA-ME-HI-1598,Weak
733,4506.0,2021,7,121737.78,-10072.170000000013,2021-07-31,AA-ME-HI-1598,Weak
734,4506.0,2021,8,156040.78,34303.0,2021-08-31,AA-ME-HI-1598,Weak
735,4506.0,2021,9,106312.61,-49728.17,2021-09-30,AA-ME-HI-1598,Weak
736,4506.0,2021,10,167792.1,61479.490000000005,2021-10-31,AA-ME-HI-1598,Weak
737,4506.0,2021,11,757513.91,589721.81,2021-11-30,AA-ME-HI-1598,Weak
738,4506.0,2021,12,905678.91,148165.0,2021-12-31,AA-ME-HI-1598,Weak
739,4506.0,2022,1,942998.91,37320.0,2022-01-31,AA-ME-HI-1598,Weak
740,4506.0,2022,2,762364.01,-180634.90000000002,2022-02-28,AA-ME-HI-1598,Weak
741,4506.0,2022,3,757824.89,-4539.119999999995,2022-03-31,AA-ME-HI-1598,Weak
742,4506.0,2022,4,754484.89,-3340.0,2022-04-30,AA-ME-HI-1598,Weak
743,4507.0,2021,2,-1330000.0,0.0,2021-02-28,AA-ME-HI-1159,Strong
744,4507.0,2021,3,-1365000.0,-35000.0,2021-03-31,AA-ME-HI-1159,Strong
745,4507.0,2021,4,-1395288.5,-30288.5,2021-04-30,AA-ME-HI-1159,Strong
746,4507.0,2021,5,-1436962.87,-41674.37000000011,2021-05-31,AA-ME-HI-1159,Strong
747,4507.0,2021,6,237301.98,1674264.85,2021-06-30,AA-ME-HI-1159,Strong
748,4507.0,2021,7,264211.98,26909.99999999997,2021-07-31,AA-ME-HI-1159,Strong
749,4507.0,2021,8,149471.98,-114739.99999999997,2021-08-31,AA-ME-HI-1159,Strong
750,4507.0,2021,9,899130.33,749658.35,2021-09-30,AA-ME-HI-1159,Strong
751,4507.0,2021,10,970789.61,71659.28000000003,2021-10-31,AA-ME-HI-1159,Strong
752,4507.0,2021,11,1142173.96,171384.34999999998,2021-11-30,AA-ME-HI-1159,Strong
753,4507.0,2021,12,1170439.2,28265.23999999999,2021-12-31,AA-ME-HI-1159,Strong
754,4507.0,2022,1,1185001.54,14562.340000000084,2022-01-31,AA-ME-HI-1159,Strong
755,4507.0,2022,2,1269988.34,84986.80000000005,2022-02-28,AA-ME-HI-1159,Strong
756,4507.0,2022,3,1270652.44,664.0999999998603,2022-03-31,AA-ME-HI-1159,Strong
757,4507.0,2022,4,1216519.4,-54133.04000000004,2022-04-30,AA-ME-HI-1159,Strong
758,4508.0,2021,4,-10600.0,0.0,2021-04-30,AD-WE-CH-1858,Strong
759,4508.0,2021,5,83750.0,94350.0,2021-05-31,AD-WE-CH-1858,Strong
760,4508.0,2021,6,259150.0,175400.0,2021-06-30,AD-WE-CH-1858,Strong
761,4508.0,2021,7,296500.0,37350.0,2021-07-31,AD-WE-CH-1858,Strong
762,4508.0,2021,8,323700.0,27200.0,2021-08-31,AD-WE-CH-1858,Strong
763,4508.0,2021,9,373450.0,49750.0,2021-09-30,AD-WE-CH-1858,Strong
764,4508.0,2021,10,392450.0,19000.0,2021-10-31,AD-WE-CH-1858,Strong
765,4508.0,2021,11,417250.0,24800.0,2021-11-30,AD-WE-CH-1858,Strong
766,4508.0,2021,12,498750.0,81500.0,2021-12-31,AD-WE-CH-1858,Strong
767,4508.0,2022,1,598190.0,99440.0,2022-01-31,AD-WE-CH-1858,Strong
768,4508.0,2022,2,500190.0,-98000.0,2022-02-28,AD-WE-CH-1858,Strong
769,4508.0,2022,3,573790.0,73600.0,2022-03-31,AD-WE-CH-1858,Strong
770,4508.0,2022,4,623590.0,49800.0,2022-04-30,AD-WE-CH-1858,Strong
771,4509.0,2021,4,-200.0,0.0,2021-04-30,AD-SO-CH-2210,Medium
772,4509.0,2021,5,77250.0,77450.0,2021-05-31,AD-SO-CH-2210,Medium
773,4509.0,2021,6,370800.0,293550.0,2021-06-30,AD-SO-CH-2210,Medium
774,4509.0,2021,7,330740.0,-40060.0,2021-07-31,AD-SO-CH-2210,Medium
775,4509.0,2021,8,370960.0,40220.0,2021-08-31,AD-SO-CH-2210,Medium
776,4509.0,2021,9,303160.0,-67800.0,2021-09-30,AD-SO-CH-2210,Medium
777,4509.0,2021,10,333090.0,29930.0,2021-10-31,AD-SO-CH-2210,Medium
778,4509.0,2021,11,390195.0,57105.0,2021-11-30,AD-SO-CH-2210,Medium
779,4509.0,2021,12,420920.0,30725.0,2021-12-31,AD-SO-CH-2210,Medium
780,4509.0,2022,1,445420.0,24500.0,2022-01-31,AD-SO-CH-2210,Medium
781,4509.0,2022,2,488420.0,43000.0,2022-02-28,AD-SO-CH-2210,Medium
782,4509.0,2022,3,530145.0,41725.0,2022-03-31,AD-SO-CH-2210,Medium
783,4509.0,2022,4,538445.0,8300.0,2022-04-30,AD-SO-CH-2210,Medium
784,4509.0,2022,5,538945.0,500.0,2022-05-31,AD-SO-CH-2210,Medium
785,4510.0,2021,4,-56449.92,0.0,2021-04-30,AA-SC-ET-1611,Medium
786,4510.0,2021,5,-129949.92,-73500.0,2021-05-31,AA-SC-ET-1611,Medium
787,4510.0,2021,6,159350.08,289300.0,2021-06-30,AA-SC-ET-1611,Medium
788,4510.0,2021,7,183250.08,23900.0,2021-07-31,AA-SC-ET-1611,Medium
789,4510.0,2021,8,195750.08,12500.0,2021-08-31,AA-SC-ET-1611,Medium
790,4510.0,2021,9,192750.08,-3000.0,2021-09-30,AA-SC-ET-1611,Medium
791,4510.0,2021,10,149890.08,-42860.0,2021-10-31,AA-SC-ET-1611,Medium
792,4510.0,2021,11,90190.08,-59699.999999999985,2021-11-30,AA-SC-ET-1611,Medium
793,4510.0,2021,12,137790.08,47599.999999999985,2021-12-31,AA-SC-ET-1611,Medium
794,4510.0,2022,2,137790.08,0.0,2022-02-28,AA-SC-ET-1611,Medium
795,4510.0,2022,4,137790.08,0.0,2022-04-30,AA-SC-ET-1611,Medium
796,4511.0,2021,3,0.0,0.0,2021-03-31,AA-KG-SA-1083,Strong
797,4511.0,2021,4,8440.0,8440.0,2021-04-30,AA-KG-SA-1083,Strong
